Id,Date,Town,URI,AveragePrice,HousesSold
Greenwich2009-12-01T00:00Z,2009-12-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,220537,237.0
Greenwich2010-01-01T00:00Z,2010-01-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,221333,137.0
Greenwich2010-02-01T00:00Z,2010-02-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,221962,169.0
Greenwich2010-03-01T00:00Z,2010-03-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,224266,170.0
Greenwich2010-04-01T00:00Z,2010-04-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,222902,165.0
Greenwich2010-05-01T00:00Z,2010-05-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,225583,156.0
Greenwich2010-06-01T00:00Z,2010-06-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,225440,196.0
Greenwich2010-07-01T00:00Z,2010-07-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,233860,259.0
Greenwich2010-08-01T00:00Z,2010-08-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,238091,181.0
Greenwich2010-09-01T00:00Z,2010-09-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,239809,201.0
Greenwich2010-10-01T00:00Z,2010-10-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,234856,227.0
Greenwich2010-11-01T00:00Z,2010-11-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,230941,176.0
Greenwich2010-12-01T00:00Z,2010-12-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,229791,196.0
Greenwich2011-01-01T00:00Z,2011-01-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,230261,142.0
Greenwich2011-02-01T00:00Z,2011-02-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,229168,156.0
Greenwich2011-03-01T00:00Z,2011-03-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,226218,195.0
Greenwich2011-04-01T00:00Z,2011-04-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,227707,179.0
Greenwich2011-05-01T00:00Z,2011-05-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,232675,200.0
Greenwich2011-06-01T00:00Z,2011-06-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,233462,231.0
Greenwich2011-07-01T00:00Z,2011-07-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,230915,306.0
Greenwich2011-08-01T00:00Z,2011-08-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,229331,264.0
Greenwich2011-09-01T00:00Z,2011-09-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,232159,241.0
Greenwich2011-10-01T00:00Z,2011-10-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,229647,214.0
Greenwich2011-11-01T00:00Z,2011-11-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,226494,217.0
Greenwich2011-12-01T00:00Z,2011-12-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,223508,215.0
Greenwich2012-01-01T00:00Z,2012-01-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,228109,180.0
Greenwich2012-02-01T00:00Z,2012-02-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,230169,210.0
Greenwich2012-03-01T00:00Z,2012-03-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,232273,317.0
Greenwich2012-04-01T00:00Z,2012-04-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,233684,174.0
Greenwich2012-05-01T00:00Z,2012-05-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,235996,224.0
Greenwich2012-06-01T00:00Z,2012-06-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,238693,273.0
Greenwich2012-07-01T00:00Z,2012-07-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,241183,226.0
Greenwich2012-08-01T00:00Z,2012-08-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,241372,256.0
Greenwich2012-09-01T00:00Z,2012-09-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,240644,190.0
Greenwich2012-10-01T00:00Z,2012-10-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,240144,225.0
Greenwich2012-11-01T00:00Z,2012-11-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,239733,249.0
Greenwich2012-12-01T00:00Z,2012-12-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,241770,240.0
Greenwich2013-01-01T00:00Z,2013-01-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,243318,187.0
Greenwich2013-02-01T00:00Z,2013-02-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,244673,182.0
Greenwich2013-03-01T00:00Z,2013-03-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,246865,271.0
Greenwich2013-04-01T00:00Z,2013-04-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,246977,187.0
Greenwich2013-05-01T00:00Z,2013-05-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,249863,263.0
Greenwich2013-06-01T00:00Z,2013-06-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,248787,271.0
Greenwich2013-07-01T00:00Z,2013-07-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,251706,315.0
Greenwich2013-08-01T00:00Z,2013-08-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,254633,353.0
Greenwich2013-09-01T00:00Z,2013-09-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,258940,349.0
Greenwich2013-10-01T00:00Z,2013-10-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,260391,395.0
Greenwich2013-11-01T00:00Z,2013-11-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,263672,393.0
Greenwich2013-12-01T00:00Z,2013-12-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,270966,368.0
Greenwich2014-01-01T00:00Z,2014-01-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,276452,341.0
Greenwich2014-02-01T00:00Z,2014-02-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,278805,299.0
Greenwich2014-03-01T00:00Z,2014-03-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,276157,272.0
Greenwich2014-04-01T00:00Z,2014-04-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,283714,340.0
Greenwich2014-05-01T00:00Z,2014-05-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,290617,567.0
Greenwich2014-06-01T00:00Z,2014-06-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,305405,435.0
Greenwich2014-07-01T00:00Z,2014-07-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,304856,497.0
Greenwich2014-08-01T00:00Z,2014-08-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,313802,428.0
Greenwich2014-09-01T00:00Z,2014-09-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,311769,405.0
Greenwich2014-10-01T00:00Z,2014-10-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,313948,373.0
Greenwich2014-11-01T00:00Z,2014-11-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,311783,320.0
Greenwich2014-12-01T00:00Z,2014-12-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,312911,348.0
Greenwich2015-01-01T00:00Z,2015-01-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,317461,351.0
Greenwich2015-02-01T00:00Z,2015-02-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,317091,367.0
Greenwich2015-03-01T00:00Z,2015-03-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,315069,290.0
Greenwich2015-04-01T00:00Z,2015-04-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,313539,242.0
Greenwich2015-05-01T00:00Z,2015-05-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,319770,286.0
Greenwich2015-06-01T00:00Z,2015-06-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,328022,324.0
Greenwich2015-07-01T00:00Z,2015-07-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,338279,411.0
Greenwich2015-08-01T00:00Z,2015-08-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,341028,325.0
Greenwich2015-09-01T00:00Z,2015-09-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,341716,427.0
Greenwich2015-10-01T00:00Z,2015-10-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,343040,379.0
Greenwich2015-11-01T00:00Z,2015-11-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,346944,443.0
Greenwich2015-12-01T00:00Z,2015-12-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,360228,456.0
Greenwich2016-01-01T00:00Z,2016-01-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,365319,263.0
Greenwich2016-02-01T00:00Z,2016-02-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,365734,334.0
Greenwich2016-03-01T00:00Z,2016-03-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,360461,579.0
Greenwich2016-04-01T00:00Z,2016-04-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,366843,207.0
Greenwich2016-05-01T00:00Z,2016-05-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,376366,198.0
Greenwich2016-06-01T00:00Z,2016-06-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,380772,306.0
Greenwich2016-07-01T00:00Z,2016-07-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,379564,258.0
Greenwich2016-08-01T00:00Z,2016-08-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,379424,392.0
Greenwich2016-09-01T00:00Z,2016-09-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,378395,317.0
Greenwich2016-10-01T00:00Z,2016-10-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,374524,346.0
Greenwich2016-11-01T00:00Z,2016-11-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,371158,281.0
Greenwich2016-12-01T00:00Z,2016-12-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,374293,321.0
Greenwich2017-01-01T00:00Z,2017-01-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,376668,259.0
Greenwich2017-02-01T00:00Z,2017-02-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,380159,219.0
Greenwich2017-03-01T00:00Z,2017-03-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,378680,282.0
Greenwich2017-04-01T00:00Z,2017-04-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,383770,234.0
Greenwich2017-05-01T00:00Z,2017-05-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,384705,258.0
Greenwich2017-06-01T00:00Z,2017-06-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,395263,407.0
Greenwich2017-07-01T00:00Z,2017-07-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,404447,307.0
Greenwich2017-08-01T00:00Z,2017-08-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,407505,269.0
Greenwich2017-09-01T00:00Z,2017-09-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,408407,350.0
Greenwich2017-10-01T00:00Z,2017-10-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,399907,384.0
Greenwich2017-11-01T00:00Z,2017-11-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,395636,309.0
Greenwich2017-12-01T00:00Z,2017-12-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,385851,258.0
Greenwich2018-01-01T00:00Z,2018-01-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,386739,207.0
Greenwich2018-02-01T00:00Z,2018-02-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,387993,234.0
Greenwich2018-03-01T00:00Z,2018-03-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,387587,265.0
Greenwich2018-04-01T00:00Z,2018-04-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,383039,292.0
Greenwich2018-05-01T00:00Z,2018-05-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,386676,318.0
Greenwich2018-06-01T00:00Z,2018-06-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,388829,312.0
Greenwich2018-07-01T00:00Z,2018-07-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,389348,398.0
Greenwich2018-08-01T00:00Z,2018-08-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,387225,343.0
Greenwich2018-09-01T00:00Z,2018-09-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,392511,282.0
Greenwich2018-10-01T00:00Z,2018-10-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,395920,341.0
Greenwich2018-11-01T00:00Z,2018-11-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,388355,309.0
Greenwich2018-12-01T00:00Z,2018-12-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,385911,191.0
Greenwich2019-01-01T00:00Z,2019-01-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,385703,273.0
Greenwich2019-02-01T00:00Z,2019-02-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,391956,246.0
Greenwich2019-03-01T00:00Z,2019-03-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,386027,269.0
Greenwich2019-04-01T00:00Z,2019-04-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,382294,232.0
Greenwich2019-05-01T00:00Z,2019-05-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,381143,246.0
Greenwich2019-06-01T00:00Z,2019-06-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,388062,207.0
Greenwich2019-07-01T00:00Z,2019-07-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,396728,212.0
Greenwich2019-08-01T00:00Z,2019-08-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,396339,308.0
Greenwich2019-09-01T00:00Z,2019-09-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,398331,279.0
Greenwich2019-10-01T00:00Z,2019-10-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,394952,243.0
Greenwich2019-11-01T00:00Z,2019-11-01T00:00:00Z,Greenwich,https://www.wikidata.org/wiki/Q693450,397157,217.0
Hackney1995-01-01T00:00Z,1995-01-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,61297,131.0
Hackney1995-02-01T00:00Z,1995-02-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,63187,115.0
Hackney1995-03-01T00:00Z,1995-03-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,63593,159.0
Hackney1995-04-01T00:00Z,1995-04-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,65140,141.0
Hackney1995-05-01T00:00Z,1995-05-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,66194,138.0
Hackney1995-06-01T00:00Z,1995-06-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,66921,175.0
Hackney1995-07-01T00:00Z,1995-07-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,68391,152.0
Hackney1995-08-01T00:00Z,1995-08-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,68097,131.0
Hackney1995-09-01T00:00Z,1995-09-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,68753,125.0
Hackney1995-10-01T00:00Z,1995-10-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,67620,133.0
Hackney1995-11-01T00:00Z,1995-11-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,67238,154.0
Hackney1995-12-01T00:00Z,1995-12-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,65865,155.0
Hackney1996-01-01T00:00Z,1996-01-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,66327,131.0
Hackney1996-02-01T00:00Z,1996-02-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,66988,132.0
Hackney1996-03-01T00:00Z,1996-03-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,67707,152.0
Hackney1996-04-01T00:00Z,1996-04-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,67062,126.0
Hackney1996-05-01T00:00Z,1996-05-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,66986,122.0
Hackney1996-06-01T00:00Z,1996-06-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,69124,155.0
Hackney1996-07-01T00:00Z,1996-07-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,70785,208.0
Hackney1996-08-01T00:00Z,1996-08-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,71789,183.0
Hackney1996-09-01T00:00Z,1996-09-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,71817,215.0
Hackney1996-10-01T00:00Z,1996-10-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,71158,193.0
Hackney1996-11-01T00:00Z,1996-11-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,71090,209.0
Hackney1996-12-01T00:00Z,1996-12-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,70138,220.0
Hackney1997-01-01T00:00Z,1997-01-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,69886,176.0
Hackney1997-02-01T00:00Z,1997-02-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,70506,183.0
Hackney1997-03-01T00:00Z,1997-03-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,72210,195.0
Hackney1997-04-01T00:00Z,1997-04-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,76011,191.0
Hackney1997-05-01T00:00Z,1997-05-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,79503,205.0
Hackney1997-06-01T00:00Z,1997-06-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,80359,240.0
Hackney1997-07-01T00:00Z,1997-07-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,80580,301.0
Hackney1997-08-01T00:00Z,1997-08-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,80279,285.0
Hackney1997-09-01T00:00Z,1997-09-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,82295,216.0
Hackney1997-10-01T00:00Z,1997-10-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,82126,253.0
Hackney1997-11-01T00:00Z,1997-11-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,83135,237.0
Hackney1997-12-01T00:00Z,1997-12-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,81231,293.0
Hackney1998-01-01T00:00Z,1998-01-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,83516,166.0
Hackney1998-02-01T00:00Z,1998-02-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,82417,172.0
Hackney1998-03-01T00:00Z,1998-03-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,84204,257.0
Hackney1998-04-01T00:00Z,1998-04-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,83176,239.0
SouthEast1998-04-01T00:00Z,1998-04-01T00:00:00Z,South East,https://www.wikidata.org/wiki/Q3828118,83176,15354.0
Hackney1998-05-01T00:00Z,1998-05-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,86573,233.0
Hackney1998-06-01T00:00Z,1998-06-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,87176,275.0
Hackney1998-07-01T00:00Z,1998-07-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,91550,272.0
Hackney1998-08-01T00:00Z,1998-08-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,89590,286.0
Hackney1998-09-01T00:00Z,1998-09-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,92146,255.0
Hackney1998-10-01T00:00Z,1998-10-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,88623,244.0
Hackney1998-11-01T00:00Z,1998-11-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,91616,281.0
Hackney1998-12-01T00:00Z,1998-12-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,93847,259.0
Hackney1999-01-01T00:00Z,1999-01-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,99489,196.0
Hackney1999-02-01T00:00Z,1999-02-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,98976,155.0
Hackney1999-03-01T00:00Z,1999-03-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,98492,208.0
Hackney1999-04-01T00:00Z,1999-04-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,98420,188.0
Hackney1999-05-01T00:00Z,1999-05-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,100036,223.0
Hackney1999-06-01T00:00Z,1999-06-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,102701,259.0
Hackney1999-07-01T00:00Z,1999-07-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,104317,338.0
Hackney1999-08-01T00:00Z,1999-08-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,108552,308.0
Hackney1999-09-01T00:00Z,1999-09-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,110407,274.0
Hackney1999-10-01T00:00Z,1999-10-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,112403,278.0
Hackney1999-11-01T00:00Z,1999-11-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,114772,266.0
Hackney1999-12-01T00:00Z,1999-12-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,117831,372.0
Hackney2000-01-01T00:00Z,2000-01-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,121135,215.0
Hackney2000-02-01T00:00Z,2000-02-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,122281,235.0
Hackney2000-03-01T00:00Z,2000-03-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,121356,280.0
Hackney2000-04-01T00:00Z,2000-04-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,123168,230.0
Hackney2000-05-01T00:00Z,2000-05-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,127912,236.0
Hackney2000-06-01T00:00Z,2000-06-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,135189,264.0
Hackney2000-07-01T00:00Z,2000-07-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,138909,229.0
Hackney2000-08-01T00:00Z,2000-08-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,142309,222.0
Hackney2000-09-01T00:00Z,2000-09-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,142620,175.0
Hackney2000-10-01T00:00Z,2000-10-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,141116,185.0
Hackney2000-11-01T00:00Z,2000-11-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,139017,200.0
Hackney2000-12-01T00:00Z,2000-12-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,137718,243.0
Hackney2001-01-01T00:00Z,2001-01-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,139102,227.0
Hackney2001-02-01T00:00Z,2001-02-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,141566,180.0
Hackney2001-03-01T00:00Z,2001-03-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,147261,287.0
Hackney2001-04-01T00:00Z,2001-04-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,150332,262.0
Hackney2001-05-01T00:00Z,2001-05-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,153291,284.0
Hackney2001-06-01T00:00Z,2001-06-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,154879,315.0
Hackney2001-07-01T00:00Z,2001-07-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,155749,292.0
Hackney2001-08-01T00:00Z,2001-08-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,157535,322.0
Hackney2001-09-01T00:00Z,2001-09-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,157329,278.0
Hackney2001-10-01T00:00Z,2001-10-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,160267,298.0
Hackney2001-11-01T00:00Z,2001-11-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,160707,292.0
Hackney2001-12-01T00:00Z,2001-12-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,162859,252.0
Hackney2002-01-01T00:00Z,2002-01-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,165007,185.0
Hackney2002-02-01T00:00Z,2002-02-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,164673,230.0
Hackney2002-03-01T00:00Z,2002-03-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,167387,305.0
Hackney2002-04-01T00:00Z,2002-04-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,165131,284.0
Hackney2002-05-01T00:00Z,2002-05-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,170709,388.0
Hackney2002-06-01T00:00Z,2002-06-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,174935,294.0
Hackney2002-07-01T00:00Z,2002-07-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,185328,351.0
Hackney2002-08-01T00:00Z,2002-08-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,189485,388.0
Hackney2002-09-01T00:00Z,2002-09-01T00:00:00Z,Hackney,https://www.wikidata.org/wiki/Q205679,194081,337.0
